"id","target_id","metric_name","value","tags"
"0198af6d-7448-7b41-9a07-ef43e50c72d2","0198af6d-39bd-7ab2-89aa-24ae9da89e59","resolution_potential",true,"{}"
"0198ae58-3fa7-77a3-a92c-18a89b0b4711","0198a9dc-b1fa-7050-81a2-f019f97634e7","intent_accuracy",false,"{}"
"0198ae85-d583-7980-b5e5-e93f8c577872","0198a9dc-b1fa-7050-81a2-f019f97634e7","intent_accuracy",true,"{}"
"0198ae58-4979-7e72-8411-c106944928bb","0198a9dc-b1fa-7050-81a2-f0223817a3bf","resolution_potential",true,"{}"
"0198ae58-398f-7952-b5cc-ed1438367ad9","0198a9e0-e29f-7590-824b-9c527a11fd2f","intent_accuracy",false,"{}"
"0198ae85-cf51-7132-97b2-6ca0b98ef13c","0198a9e0-e29f-7590-824b-9c527a11fd2f","intent_accuracy",true,"{}"
"0198ae58-49b0-7c51-860c-910c0f62e881","0198a9e0-e29f-7590-824b-9c617652943f","resolution_potential",true,"{}"
"0198aefb-3d9d-7051-a438-7c7423cfa057","0198aefb-205e-7b02-83a6-c2dadcc5c919","intent_accuracy",true,"{}"
"0198ae58-3682-7d51-8bd3-63677e9205fc","0198a9e2-f5d5-7322-845e-2f8616c853ba","intent_accuracy",false,"{}"
"0198ae85-cc37-7092-aa6d-7b694a80f45a","0198a9e2-f5d5-7322-845e-2f8616c853ba","intent_accuracy",true,"{}"
"0198ae58-49e8-7222-9341-15a0eb821385","0198a9e2-f5d5-7322-845e-2f95f392c5a9","resolution_potential",true,"{}"
"0198af41-4836-7c23-ab4b-9eace59a581a","0198af41-22dd-7d02-84de-397e11803c96","intent_accuracy",true,"{}"
"0198af41-4837-7602-a01a-efae5e80ca76","0198af41-22dd-7d02-84de-39851a54a714","resolution_potential",true,"{}"
"0198ae58-477b-7812-a87a-6e1224c8f406","0198a9d7-5d91-7560-85cb-1b3f4976087d","intent_accuracy",false,"{}"
"0198ae85-dd83-7291-8e92-85ae1139f866","0198a9d7-5d91-7560-85cb-1b3f4976087d","intent_accuracy",true,"{}"
"0198ae58-4a20-7723-84ab-9682673c7e25","0198a9d7-5d91-7560-85cb-1b47a2a18320","resolution_potential",true,"{}"
"0198ae58-4902-7de0-a616-1a73ec39f57c","0198a9d6-66a5-7b42-86cf-4180303249f2","intent_accuracy",false,"{}"
"0198ae85-df15-7240-ba60-53f086ea33a9","0198a9d6-66a5-7b42-86cf-4180303249f2","intent_accuracy",true,"{}"
"0198ae58-4a57-76c2-8064-6e51c0d39421","0198a9d6-66a5-7b42-86cf-4192e0f14bc6","resolution_potential",true,"{}"
"0198ae58-46d3-7aa2-96b9-1ce7033d4f4c","0198a9d7-bebe-7701-8700-0bc62d9b434f","intent_accuracy",false,"{}"
"0198ae85-dcdb-7f12-b1de-fab78ce6ac3e","0198a9d7-bebe-7701-8700-0bc62d9b434f","intent_accuracy",true,"{}"
"0198ae58-4a90-7af0-a7ce-9af3388a8fef","0198a9d7-bebe-7701-8700-0bd872d033c8","resolution_potential",true,"{}"
"0198ae58-427a-7a60-bf22-9c6d5c9f815b","0198a9da-ccb9-7a82-8705-d0d7ec3a18b8","intent_accuracy",false,"{}"
"0198ae85-d869-7c93-898f-0685c22cf6ff","0198a9da-ccb9-7a82-8705-d0d7ec3a18b8","intent_accuracy",true,"{}"
"0198ae58-4ac8-7a81-aebe-a643d7ed61e9","0198a9da-ccb9-7a82-8705-d0ee6d18dcee","resolution_potential",true,"{}"
"0198aef5-8fe6-7f52-a2f0-664203efbc94","0198aef5-557c-7180-8793-aa639ee72970","intent_accuracy",true,"{}"
"0198af0c-b08b-7df3-b6bc-7b417b7c8674","0198af0c-944e-7572-87a6-89f117ad6155","intent_accuracy",true,"{}"
"0198ae58-3a36-7b92-b39d-fb9b7ee8e671","0198a9e0-70de-7bc2-87b9-ef24108753d9","intent_accuracy",false,"{}"
"0198ae85-cffb-7d20-9478-cde6df9a4170","0198a9e0-70de-7bc2-87b9-ef24108753d9","intent_accuracy",true,"{}"
"0198ae58-4b00-71e1-ab0e-8deb0eb2ecd6","0198a9e0-70de-7bc2-87b9-ef3b64671866","resolution_potential",true,"{}"
"0198ae58-3bf7-7af2-8f9c-eb57357abed4","0198a9df-3d79-7de1-87d6-88f5b46a885c","intent_accuracy",false,"{}"
"0198ae85-d1bf-7322-aaad-603bf3147894","0198a9df-3d79-7de1-87d6-88f5b46a885c","intent_accuracy",true,"{}"
"0198ae58-4b38-7a92-a667-d3dc59a1125d","0198a9df-3d79-7de1-87d6-890e958d9e5e","resolution_potential",true,"{}"
"0198ae58-3b50-7d70-910e-8419510db068","0198a9df-b60f-7893-8815-99d3f676d908","intent_accuracy",false,"{}"
"0198ae85-d115-7ef3-bfca-6febf5f67ba9","0198a9df-b60f-7893-8815-99d3f676d908","intent_accuracy",true,"{}"
"0198ae58-4b70-7901-9f2c-318ddee737ec","0198a9df-b60f-7893-8815-99e576a30056","resolution_potential",true,"{}"
"0198aeae-bdf9-7d60-b6c7-96035ab62901","0198aeae-a58b-78b0-8947-c1f7b4a668db","intent_accuracy",true,"{}"
"0198af11-039a-77f2-a3ca-e0d45102f6e6","0198af10-cd26-7af1-8ac3-6e9521de9f4d","intent_accuracy",true,"{}"
"0198ae58-4084-7ac3-ada9-5bb3ac878392","0198a9dc-2e85-7983-8ad4-36fda3bb5fc5","intent_accuracy",false,"{}"
"0198ae85-d66a-7b70-9f61-bd6c31e1408a","0198a9dc-2e85-7983-8ad4-36fda3bb5fc5","intent_accuracy",true,"{}"
"0198ae58-4ba9-70b1-b656-979415c134e9","0198a9dc-2e85-7983-8ad4-3702fd86e3fc","resolution_potential",true,"{}"
"0198af0b-a711-79f1-900a-72b9f399f165","0198af0b-898d-7563-8b52-c03261f8a866","intent_accuracy",true,"{}"
"0198ae58-4436-7ec1-ac6d-32ceda8b5f5f","0198a9d9-7fb7-72a1-8b77-aa40b180d03b","intent_accuracy",false,"{}"
"0198ae85-da2d-7801-a748-d1022ea2b71c","0198a9d9-7fb7-72a1-8b77-aa40b180d03b","intent_accuracy",true,"{}"
"0198ae58-4be1-7270-b906-b29f785e4d08","0198a9d9-7fb7-72a1-8b77-aa54b6407441","resolution_potential",true,"{}"
"0198af3b-26e1-7d40-8763-e35b48930742","0198af3a-fddb-71c0-8bd6-3bf59ac3235f","intent_accuracy",true,"{}"
"0198af3b-26e1-7d40-8763-e367f120372f","0198af3a-fddb-71c0-8bd6-3c043ed017e4","resolution_potential",true,"{}"
"0198ae58-4664-7221-a435-b5d7a98a5738","0198a9d7-f846-7340-8c47-afa3ca280300","intent_accuracy",false,"{}"
"0198ae85-dc69-7232-8dd1-b504b7073409","0198a9d7-f846-7340-8c47-afa3ca280300","intent_accuracy",true,"{}"
"0198ae58-4c18-7232-a11c-98eec814d036","0198a9d7-f846-7340-8c47-afb7b62f7413","resolution_potential",true,"{}"
"0198ae58-36ba-7973-8a7a-8fd7e0831a07","0198a9e2-d966-7e42-8cc9-a5edfb1b89a4","intent_accuracy",false,"{}"
"0198ae85-cc71-74a2-8d5b-f8b1063922d5","0198a9e2-d966-7e42-8cc9-a5edfb1b89a4","intent_accuracy",true,"{}"
"0198ae58-4c50-7692-8508-a65a282d7b48","0198a9e2-d966-7e42-8cc9-a5f750e92074","resolution_potential",true,"{}"
"0198ae58-4358-7072-bf78-0adaaaa21450","0198a9da-3b0e-7d43-8d5c-360396f917fe","intent_accuracy",false,"{}"
"0198ae85-d94a-7133-b680-cc63cc45d84a","0198a9da-3b0e-7d43-8d5c-360396f917fe","intent_accuracy",true,"{}"
"0198ae58-4c87-7331-afa7-1a18c63276ea","0198a9da-3b0e-7d43-8d5c-361825129116","resolution_potential",true,"{}"
"0198af1a-4adc-7441-aaa6-bfb47433761d","0198af1a-2350-7d40-8d83-4e69032ace37","intent_accuracy",true,"{}"
"0198ae58-34c1-7530-8956-36adf758ca9f","0198a9e4-1b9d-7c63-8e24-577078e357e2","intent_accuracy",false,"{}"
"0198ae85-ca6a-7783-a0c2-8a3aac2a64c6","0198a9e4-1b9d-7c63-8e24-577078e357e2","intent_accuracy",true,"{}"
"0198ae58-4cbf-7922-a7b0-c510fa05e0ca","0198a9e4-1b9d-7c63-8e24-5784cbc8a58d","resolution_potential",true,"{}"
"0198ae58-44a6-7d22-8ff1-638147ca7762","0198a9d9-25f9-7481-8e27-9e22a906623b","intent_accuracy",false,"{}"
"0198ae85-da9e-77b0-b521-b8aeeace498f","0198a9d9-25f9-7481-8e27-9e22a906623b","intent_accuracy",true,"{}"
"0198ae58-4cf6-7852-a542-d91404509248","0198a9d9-25f9-7481-8e27-9e3d645d7f72","resolution_potential",true,"{}"
"0198ae58-391f-7a61-9b25-3a7be2ae3f2f","0198a9e1-4733-7922-8e68-279ad16f9bd8","intent_accuracy",false,"{}"
"0198ae85-cedf-7ca3-a96b-18120dda90cc","0198a9e1-4733-7922-8e68-279ad16f9bd8","intent_accuracy",true,"{}"
"0198ae58-4d2d-7fa3-8110-f1e48aeb8d7c","0198a9e1-4733-7922-8e68-27a7b9140e5a","resolution_potential",true,"{}"
"0198ae58-35a0-78b3-bba9-7a815a1ab8a6","0198a9e3-81bb-73a0-8ec6-d657f58ed2e2","intent_accuracy",false,"{}"
"0198ae85-cb51-7b93-80e3-461bddd54beb","0198a9e3-81bb-73a0-8ec6-d657f58ed2e2","intent_accuracy",true,"{}"
"0198ae58-4d64-7a80-9734-ac3aac219a04","0198a9e3-81bb-73a0-8ec6-d667998dacd4","resolution_potential",true,"{}"
"0198ae58-35d8-7a71-ac55-7df31a51b100","0198a9e3-5d74-71b3-8ed9-34ac8c46ec93","intent_accuracy",false,"{}"
"0198ae85-cb8b-7bb3-9b94-3fa2f8db6513","0198a9e3-5d74-71b3-8ed9-34ac8c46ec93","intent_accuracy",true,"{}"
"0198ae58-4d9c-73f1-8d6d-6bc227b4aa66","0198a9e3-5d74-71b3-8ed9-34b735dbf200","resolution_potential",true,"{}"
"0198aeb0-f9a1-77c2-9b54-c5259b728794","0198aeb0-d391-7571-8ee9-2e1631d509f1","intent_accuracy",true,"{}"
"0198ae58-3f70-7823-b4a2-0fdb604e9895","0198a9dc-d2ad-7171-8f14-2e0373b0daba","intent_accuracy",false,"{}"
"0198ae85-d54a-78e2-a451-d221534bb9d9","0198a9dc-d2ad-7171-8f14-2e0373b0daba","intent_accuracy",true,"{}"
"0198ae58-4dd4-7c81-a4d1-64ac7307f862","0198a9dc-d2ad-7171-8f14-2e1dd1e6f250","resolution_potential",true,"{}"
"0198ae58-379a-7f42-9fcc-8928e913f5b9","0198a9e2-3baa-7443-8f73-6e117524c699","intent_accuracy",false,"{}"
"0198ae85-cd52-7f23-9ee5-abea5c782752","0198a9e2-3baa-7443-8f73-6e117524c699","intent_accuracy",true,"{}"
"0198ae58-4e0c-7870-9865-995f2e990007","0198a9e2-3baa-7443-8f73-6e2ab692cad3","resolution_potential",true,"{}"
"0198ae58-3611-79b2-bbc6-cfd9c81df751","0198a9e3-3b7c-7543-8f77-dbdef1926156","intent_accuracy",false,"{}"
"0198ae85-cbc6-7381-aee2-dfdf3972b7bd","0198a9e3-3b7c-7543-8f77-dbdef1926156","intent_accuracy",true,"{}"
"0198ae58-4e44-73b2-a2f8-f9be3c9f9e15","0198a9e3-3b7c-7543-8f77-dbe765f6a21d","resolution_potential",true,"{}"
"0198af47-5805-75c3-b197-5fe266fa0fb3","0198af47-229d-79e3-8f84-73f9b6a83c2d","intent_accuracy",true,"{}"
"0198af47-5805-75c3-b197-6001ac875367","0198af47-229d-79e3-8f84-740d6e89ed88","resolution_potential",true,"{}"
"0198af29-9d95-7fd2-8a1a-2032f869a608","0198af29-68e0-7583-8ffe-9d3dd0416a57","intent_accuracy",true,"{}"
"0198af29-9d95-7fd2-8a1a-205b1b69bfcf","0198af29-68e0-7583-8ffe-9d45fa0d3d21","resolution_potential",true,"{}"
"0198a978-72fa-7a31-8274-bb25765bad8d","0198a978-6cee-7870-90b6-535addaabca1","intent_accuracy",true,"{}"
"0198ae58-3cd5-7ba2-8ee8-4aa94cbc77e5","0198a9de-a906-7ad1-90bb-bd03461a86bd","intent_accuracy",false,"{}"
"0198ae85-d2a3-7fb0-974e-70ec009a5d79","0198a9de-a906-7ad1-90bb-bd03461a86bd","intent_accuracy",true,"{}"
"0198ae58-4e7c-7cf0-b461-faae7478e5c8","0198a9de-a906-7ad1-90bb-bd14370b099f","resolution_potential",true,"{}"
"0198ae58-3c9e-7e73-be87-a0f84856ddf1","0198a9de-c3e8-7172-91ce-3503e855a620","intent_accuracy",false,"{}"
"0198ae85-d26b-7fe0-83ec-b791580f09fd","0198a9de-c3e8-7172-91ce-3503e855a620","intent_accuracy",true,"{}"
"0198ae58-4eb4-79a1-8642-01738e77375b","0198a9de-c3e8-7172-91ce-35170f65c978","resolution_potential",true,"{}"
"0198ae58-4743-7230-b2ad-36fbb8fbbe45","0198a9d7-8084-7253-92eb-074703a98904","intent_accuracy",false,"{}"
"0198ae85-dd4a-7502-868c-8731810faba2","0198a9d7-8084-7253-92eb-074703a98904","intent_accuracy",true,"{}"
"0198ae58-4eeb-7051-ba84-8c8f2eab50ae","0198a9d7-8084-7253-92eb-075b3816680d","resolution_potential",true,"{}"
"0198ae58-3d7c-7242-96fb-baacc1ae7349","0198a9de-4906-7711-933f-5b5f2c80baf8","intent_accuracy",false,"{}"
"0198ae85-d34e-7140-93d1-a41c9ecc7fb3","0198a9de-4906-7711-933f-5b5f2c80baf8","intent_accuracy",true,"{}"
"0198ae58-4f22-7cc0-a52c-760399befaba","0198a9de-4906-7711-933f-5b6b3dd29049","resolution_potential",true,"{}"
"0198ae58-3ec9-7b20-9414-99ec40ab68e3","0198a9dd-4c0a-7aa2-9391-b6f8b016849b","intent_accuracy",false,"{}"
"0198ae85-d4a1-7e11-8329-ad946330ded2","0198a9dd-4c0a-7aa2-9391-b6f8b016849b","intent_accuracy",true,"{}"
"0198ae58-4f5a-7192-8035-c211afd69c46","0198a9dd-4c0a-7aa2-9391-b7034097eab3","resolution_potential",true,"{}"
"0198ae58-33ab-7822-a501-5e5925e1d36e","0198a9e4-e815-7501-93bf-c812ffe4c9e1","intent_accuracy",false,"{}"
"0198ae85-c942-7aa3-9d51-258f857be2b0","0198a9e4-e815-7501-93bf-c812ffe4c9e1","intent_accuracy",true,"{}"
"0198ae58-4f93-7361-bd19-3428eb03cefe","0198a9e4-e815-7501-93bf-c82c56972aea","resolution_potential",true,"{}"
"0198ae58-43c7-79f3-935a-f8236d35eb16","0198a9d9-d25c-7010-9496-6a6c80f45c4c","intent_accuracy",false,"{}"
"0198ae85-d9bb-7922-9483-5337051290f5","0198a9d9-d25c-7010-9496-6a6c80f45c4c","intent_accuracy",true,"{}"
"0198ae58-4fcb-7af0-856e-6aa6aad86e5a","0198a9d9-d25c-7010-9496-6a7326a4fa74","resolution_potential",true,"{}"
"0198ae58-45f3-71c2-8c03-0b4dbf851079","0198a9d8-37ff-75b0-9530-c59723df40c9","intent_accuracy",false,"{}"
"0198ae85-dbf7-7af0-b0ba-9952c12aa3b7","0198a9d8-37ff-75b0-9530-c59723df40c9","intent_accuracy",true,"{}"
"0198ae58-5002-7ea0-b2e0-61cd41e61a03","0198a9d8-37ff-75b0-9530-c5acde08cc1b","resolution_potential",true,"{}"
"0198ae58-470b-7610-b386-563dff8530d1","0198a9d7-a55e-7ba1-960f-c485c3316ff2","intent_accuracy",false,"{}"
